,NAME,Brand,MC,ZONE,Price_Range
5012,RAW RICE SADHU AIJAN LOOSE,COP LOOSE,Other Raw Rice,EAST,19.59276018 - 40.91491063
5013,RAW RICE SADHU AIJAN LOOSE,COP LOOSE,Other Raw Rice,NORTH,19.59276018 - 40.91491063
5014,RAW RICE SADHU AIJAN LOOSE,COP LOOSE,Other Raw Rice,SOUTH,19.59276018 - 40.91491063
5015,RAW RICE SADHU AIJAN LOOSE,COP LOOSE,Other Raw Rice,WEST,19.59276018 - 40.91491063
5016,RAW RICE SHREE AIJAN LOOSE,COP LOOSE,Other Raw Rice,EAST,20.69230769 - 32.94322227
5017,RAW RICE SHREE AIJAN LOOSE,COP LOOSE,Other Raw Rice,NORTH,20.69230769 - 32.94322227
5018,RAW RICE SHREE AIJAN LOOSE,COP LOOSE,Other Raw Rice,SOUTH,20.69230769 - 32.94322227
5019,RAW RICE SHREE AIJAN LOOSE,COP LOOSE,Other Raw Rice,WEST,20.69230769 - 32.94322227
5020,RAW RICE SILKY KOLAM NEW LOOSE,COP LOOSE,Kolam Raw Rice,SOUTH,29.00289017 - 29.00289017
5021,RAW RICE SOLTY RAMPAL LOOSE,COP LOOSE,Kolam Raw Rice,EAST,35.92463135 - 51.65045427
5022,RAW RICE SOLTY RAMPAL LOOSE,COP LOOSE,Kolam Raw Rice,NORTH,35.92463135 - 51.65045427
5023,RAW RICE SOLTY RAMPAL LOOSE,COP LOOSE,Kolam Raw Rice,SOUTH,35.92463135 - 51.65045427
5024,RAW RICE SOLTY RAMPAL LOOSE,COP LOOSE,Kolam Raw Rice,WEST,35.92463135 - 51.65045427
5025,RAW RICE SONA MASOORI NEW LOOSE,COP LOOSE,Sona Masoori Raw Ric,SOUTH,32.49902534 - 47.03604099
5026,RAW RICE SONA MASORI SPR LOOSE,COP LOOSE,Sona Masoori Raw Ric,EAST,40.0 - 55.00246914
5027,RAW RICE SONA MASORI SPR LOOSE,COP LOOSE,Sona Masoori Raw Ric,SOUTH,40.0 - 55.00246914
5028,RAW RICE SUNFLOWER RAMPAL LOOSE,COP LOOSE,Other Raw Rice,EAST,24.25910931 - 51.28785687
5029,RAW RICE SUNFLOWER RAMPAL LOOSE,COP LOOSE,Other Raw Rice,NORTH,24.25910931 - 51.28785687
5030,RAW RICE SUNFLOWER RAMPAL LOOSE,COP LOOSE,Other Raw Rice,SOUTH,24.25910931 - 51.28785687
5031,RAW RICE SUNFLOWER RAMPAL LOOSE,COP LOOSE,Other Raw Rice,WEST,24.25910931 - 51.28785687
5032,RAW RICE TULSI JOHA LOOSE,GOLDEN HARVEST,Other Raw Rice,EAST,33.03834808 - 33.04
5033,RAW RICE ZAIKA PREMIUM BAG 25kg,COP UNBRANDED,Other Raw Rice,EAST,1230.0 - 1230.0
5034,RAW RICE ZAIKA PREMIUM LOOSE,COP LOOSE,Basmati Head Grain R,EAST,17.8 - 53.00088549
5035,RAW RICE ZAIKA PREMIUM LOOSE,COP LOOSE,Basmati Head Grain R,NORTH,17.8 - 53.00088549
5036,RAW RICE ZAIKA PREMIUM LOOSE,COP LOOSE,Basmati Head Grain R,SOUTH,17.8 - 53.00088549
5037,RAW RICE ZAIKA PREMIUM LOOSE,COP LOOSE,Basmati Head Grain R,WEST,17.8 - 53.00088549
5038,RCE BOILED USNA SHRBT STD LOOSE,COP LOOSE,Double Boiled Rice,EAST,33.0 - 50.0889842
5039,RCE BOILED USNA SHRBT STD LOOSE,COP LOOSE,Double Boiled Rice,NORTH,33.0 - 50.0889842
5040,RCE BOILED USNA SHRBT STD LOOSE,COP LOOSE,Double Boiled Rice,WEST,33.0 - 50.0889842
5041,RED CHANA PP 2Kg,COP UNBRANDED,Red Chana Whole,WEST,110.0 - 143.3513514
5042,RED CHILLI LOOSE,GOLDEN HARVEST,Chilli/Mirch Whole,SOUTH,151.0228137 - 205.0
5043,RED CHILLI LOOSE,GOLDEN HARVEST,Chilli/Mirch Whole,WEST,151.0228137 - 205.0
5044,RED CHILLY CASHEW LOOSE,COP LOOSE,Flavoured Cashew,EAST,1325.0 - 1529.600086
5045,RED CHILLY CASHEW LOOSE,COP LOOSE,Flavoured Cashew,SOUTH,1325.0 - 1529.600086
5046,RED MATTA LOOSE,COP LOOSE,Double Boiled Rice,EAST,48.94469821 - 67.01863677
5047,RED MATTA LOOSE,COP LOOSE,Double Boiled Rice,NORTH,48.94469821 - 67.01863677
5048,RED MATTA LOOSE,COP LOOSE,Double Boiled Rice,SOUTH,48.94469821 - 67.01863677
5049,RED MATTA LOOSE,COP LOOSE,Double Boiled Rice,WEST,48.94469821 - 67.01863677
5050,RED STM CHIL LOOSE,COP LOOSE,Chilli/Mirch Whole,SOUTH,125.7669477 - 170.1318852
5051,REGULAR PONNI RICE PP 25Kg,COP UNBRANDED,Single Boiled Rice,SOUTH,952.7045455 - 988.65
5052,RESHPTI CHIL LOOSE,GOLDEN HARVEST,Chilli/Mirch Whole,NORTH,80.0 - 80.0
5053,RESHPTI CHIL LOOSE,GOLDEN HARVEST,Chilli/Mirch Whole,SOUTH,80.0 - 80.0
5054,RICE 521 PAUNIA ROYAL LOOSE,COP LOOSE,Basmati Tibar Rice,SOUTH,28.99935023 - 29.00497512
5055,RICE 521 PAUNIA ROYAL LOOSE,COP LOOSE,Basmati Tibar Rice,WEST,28.99935023 - 29.00497512
5056,RICE AMBAMOHAR PREMIUM LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,22.00471698 - 79.50177936
5057,RICE AMBAMOHAR PREMIUM LOOSE,COP LOOSE,Fragrant Raw Rice,NORTH,22.00471698 - 79.50177936
5058,RICE AMBAMOHAR PREMIUM LOOSE,COP LOOSE,Fragrant Raw Rice,SOUTH,22.00471698 - 79.50177936
5059,RICE AMBAMOHAR PREMIUM LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,22.00471698 - 79.50177936
5060,RICE AMBAMOHAR PREMUM NEW LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,43.0 - 102.0
5061,RICE AMBAMOHAR PREMUM NEW LOOSE,COP LOOSE,Fragrant Raw Rice,NORTH,43.0 - 102.0
5062,RICE AMBAMOHAR PREMUM NEW LOOSE,COP LOOSE,Fragrant Raw Rice,SOUTH,43.0 - 102.0
5063,RICE AMBAMOHAR PREMUM NEW LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,43.0 - 102.0
5064,RICE AMBAMOHAR STANDARD LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,24.5 - 91.9986631
5065,RICE AMBAMOHAR STANDARD LOOSE,COP LOOSE,Fragrant Raw Rice,NORTH,24.5 - 91.9986631
5066,RICE AMBAMOHAR STANDARD LOOSE,COP LOOSE,Fragrant Raw Rice,SOUTH,24.5 - 91.9986631
5067,RICE AMBAMOHAR STANDARD LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,24.5 - 91.9986631
5068,RICE AMBAMOHAR STD NEW LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,24.0 - 24.00763359
5069,RICE AMBAMOHAR STD NEW LOOSE,COP LOOSE,Fragrant Raw Rice,NORTH,24.0 - 24.00763359
5070,RICE AMBAMOHAR STD NEW LOOSE,COP LOOSE,Fragrant Raw Rice,SOUTH,24.0 - 24.00763359
5071,RICE AMBAMOHAR STD NEW LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,24.0 - 24.00763359
5072,RICE ANDHRA BOILED LOOSE,COP LOOSE,Double Boiled Rice,EAST,13.99882904 - 41.9873404
5073,RICE ANDHRA BOILED LOOSE,COP LOOSE,Double Boiled Rice,SOUTH,13.99882904 - 41.9873404
5074,RICE ANDHRA BOILED LOOSE,COP LOOSE,Double Boiled Rice,WEST,13.99882904 - 41.9873404
5075,RICE ANDHRA KOLAM LOOSE,COP LOOSE,Kolam Raw Rice,EAST,18.49809227 - 32.0
5076,RICE ANDHRA KOLAM LOOSE,COP LOOSE,Kolam Raw Rice,NORTH,18.49809227 - 32.0
5077,RICE ANDHRA KOLAM LOOSE,COP LOOSE,Kolam Raw Rice,SOUTH,18.49809227 - 32.0
5078,RICE ANDHRA KOLAM LOOSE,COP LOOSE,Kolam Raw Rice,WEST,18.49809227 - 32.0
5079,RICE ATTA LOOSE,COP LOOSE,Rice Based Flour,NORTH,25.5 - 25.50515464
5080,RICE BASKATI PREMIUM LOOSE,COP LOOSE,Double Boiled Rice,EAST,22.99256506 - 23.00645161
5081,RICE BASKATI PREMIUM LOOSE,COP LOOSE,Double Boiled Rice,NORTH,22.99256506 - 23.00645161
5082,RICE BASKATI PREMIUM LOOSE,COP LOOSE,Double Boiled Rice,SOUTH,22.99256506 - 23.00645161
5083,RICE BASMAT SELLA PREMIUM LOOSE,COP LOOSE,Basmati Head Grain R,EAST,58.66 - 93.00145662
5084,RICE BASMAT SELLA PREMIUM LOOSE,COP LOOSE,Basmati Head Grain R,SOUTH,58.66 - 93.00145662
5085,RICE BASMAT SELLA PREMIUM LOOSE,COP LOOSE,Basmati Head Grain R,WEST,58.66 - 93.00145662
5086,RICE BASMAT SELLA SUPREME LOOSE,COP LOOSE,Single Boiled Rice,EAST,31.99772339 - 47.00934579
5087,RICE BASMAT SELLA SUPREME LOOSE,COP LOOSE,Single Boiled Rice,NORTH,31.99772339 - 47.00934579
5088,RICE BASMAT SELLA SUPREME LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,31.99772339 - 47.00934579
5089,RICE BASMAT SELLA SUPREME LOOSE,COP LOOSE,Single Boiled Rice,WEST,31.99772339 - 47.00934579
5090,RICE BASMATI BROKEN LOOSE,COP LOOSE,Basmati Broken Rice,SOUTH,15.00249377 - 38.63647217
5091,RICE BASMATI BROKEN LOOSE,COP LOOSE,Basmati Broken Rice,WEST,15.00249377 - 38.63647217
5092,RICE BASMATI DELHI LOOSE,COP LOOSE,Basmati Head Grain R,EAST,45.0 - 63.87282007
5093,RICE BASMATI DELHI LOOSE,COP LOOSE,Basmati Head Grain R,WEST,45.0 - 63.87282007
5094,RICE BASMATI DOON PREMIUM LOOSE,GOLDEN HARVEST,Basmati Head Grain R,EAST,28.79522863 - 34.6557377
5095,RICE BASMATI DOON PREMIUM LOOSE,GOLDEN HARVEST,Basmati Head Grain R,NORTH,28.79522863 - 34.6557377
5096,RICE BASMATI DOON PREMIUM LOOSE,GOLDEN HARVEST,Basmati Head Grain R,SOUTH,28.79522863 - 34.6557377
5097,RICE BASMATI DUBAR STD LOOSE,COP LOOSE,Basmati Dubar Rice,EAST,28.0 - 76.32103438
5098,RICE BASMATI DUBAR STD LOOSE,COP LOOSE,Basmati Dubar Rice,NORTH,28.0 - 76.32103438
5099,RICE BASMATI DUBAR STD LOOSE,COP LOOSE,Basmati Dubar Rice,WEST,28.0 - 76.32103438
5100,RICE BASMATI GOLDEN LOOSE,GOLDEN HARVEST,Single Boiled Rice,SOUTH,29.70023981 - 29.70023981
5101,RICE BASMATI MOGRA LOOSE,COP LOOSE,Basmati Broken Rice,NORTH,44.0 - 54.57265779
5102,RICE BASMATI NEW DUBAR LOOSE,COP LOOSE,Basmati Dubar Rice,EAST,39.60307298 - 65.00103199
5103,RICE BASMATI NEW DUBAR LOOSE,COP LOOSE,Basmati Dubar Rice,WEST,39.60307298 - 65.00103199
5104,RICE BASMATI NEW MOGRA LOOSE,COP LOOSE,Basmati Broken Rice,NORTH,29.50199203 - 31.0
5105,RICE BASMATI NEW MOGRA LOOSE,COP LOOSE,Basmati Broken Rice,SOUTH,29.50199203 - 31.0
5106,RICE BASMATI NEW MOGRA LOOSE,COP LOOSE,Basmati Broken Rice,WEST,29.50199203 - 31.0
5107,RICE BASMATI NEW PREMIUM LOOSE,COP LOOSE,Basmati Head Grain R,EAST,13.99867374 - 160.0
5108,RICE BASMATI NEW PREMIUM LOOSE,COP LOOSE,Basmati Head Grain R,WEST,13.99867374 - 160.0
5109,RICE BASMATI NEW TIBAR LOOSE,COP LOOSE,Basmati Tibar Rice,EAST,49.5 - 78.19033059
5110,RICE BASMATI NEW TIBAR LOOSE,COP LOOSE,Basmati Tibar Rice,NORTH,49.5 - 78.19033059
5111,RICE BASMATI NEW TIBAR LOOSE,COP LOOSE,Basmati Tibar Rice,WEST,49.5 - 78.19033059
5112,RICE BASMATI PULAV STD LOOSE,COP LOOSE,Basmati Head Grain R,EAST,37.75384915 - 73.93820167
5113,RICE BASMATI PULAV STD LOOSE,COP LOOSE,Basmati Head Grain R,NORTH,37.75384915 - 73.93820167
5114,RICE BASMATI PULAV STD LOOSE,COP LOOSE,Basmati Head Grain R,WEST,37.75384915 - 73.93820167
5115,RICE BASMATI SELLA STD LOOSE,COP LOOSE,Single Boiled Rice,EAST,26.75728155 - 59.00037467
5116,RICE BASMATI SELLA STD LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,26.75728155 - 59.00037467
5117,RICE BASMATI SELLA STD LOOSE,COP LOOSE,Single Boiled Rice,WEST,26.75728155 - 59.00037467
5118,RICE BASMATI STANDARD LOOSE,COP LOOSE,Basmati Head Grain R,EAST,31.0 - 82.84285428
5119,RICE BASMATI STANDARD LOOSE,COP LOOSE,Basmati Head Grain R,NORTH,31.0 - 82.84285428
5120,RICE BASMATI STANDARD LOOSE,COP LOOSE,Basmati Head Grain R,SOUTH,31.0 - 82.84285428
5121,RICE BASMATI STANDARD LOOSE,COP LOOSE,Basmati Head Grain R,WEST,31.0 - 82.84285428
5122,RICE BASMATI SUPREME LOOSE,COP LOOSE,Basmati Head Grain R,EAST,75.0 - 148.0026455
5123,RICE BASMATI SUPREME LOOSE,COP LOOSE,Basmati Head Grain R,NORTH,75.0 - 148.0026455
5124,RICE BASMATI SUPREME LOOSE,COP LOOSE,Basmati Head Grain R,SOUTH,75.0 - 148.0026455
5125,RICE BASMATI TIBAR LOOSE,COP LOOSE,Basmati Tibar Rice,EAST,43.0 - 85.94116795
5126,RICE BASMATI TIBAR LOOSE,COP LOOSE,Basmati Tibar Rice,NORTH,43.0 - 85.94116795
5127,RICE BASMATI TIBAR LOOSE,COP LOOSE,Basmati Tibar Rice,SOUTH,43.0 - 85.94116795
5128,RICE BASMATI TIBAR LOOSE,COP LOOSE,Basmati Tibar Rice,WEST,43.0 - 85.94116795
5129,RICE BASMATI TILDA CHAMAK LOOSE,GOLDEN HARVEST,Basmati Head Grain R,EAST,28.0 - 28.001998
5130,RICE BASMATI TILDA CHAMAK LOOSE,GOLDEN HARVEST,Basmati Head Grain R,WEST,28.0 - 28.001998
5131,RICE BASMT NEW MINI MOGRA LOOSE,COP LOOSE,Basmati Broken Rice,EAST,28.71 - 28.71201814
5132,RICE BASMT NEW MINI MOGRA LOOSE,COP LOOSE,Basmati Broken Rice,WEST,28.71 - 28.71201814
5133,RICE BHAGALPURI KATARNI LOOSE,COP LOOSE,Kolam Raw Rice,EAST,39.00179533 - 59.49158046
5134,RICE BHAGALPURI KATARNI LOOSE,COP LOOSE,Kolam Raw Rice,WEST,39.00179533 - 59.49158046
5135,RICE BIRYANI LOOSE,COP LOOSE,Basmati Head Grain R,EAST,65.0 - 91.83597407
5136,RICE BIRYANI LOOSE,COP LOOSE,Basmati Head Grain R,NORTH,65.0 - 91.83597407
5137,RICE BIRYANI LOOSE,COP LOOSE,Basmati Head Grain R,SOUTH,65.0 - 91.83597407
5138,RICE BIRYANI PULAV LOOSE,COP LOOSE,Basmati Head Grain R,EAST,37.99802761 - 107.6368626
5139,RICE BIRYANI PULAV LOOSE,COP LOOSE,Basmati Head Grain R,NORTH,37.99802761 - 107.6368626
5140,RICE BIRYANI PULAV LOOSE,COP LOOSE,Basmati Head Grain R,SOUTH,37.99802761 - 107.6368626
5141,RICE BOILED CHAMARMANI LOOSE,COP LOOSE,Double Boiled Rice,EAST,50.2428799 - 55.00138623
5142,RICE BOILED LOOSE,COP LOOSE,Single Boiled Rice,EAST,32.34756611 - 48.77633431
5143,RICE BOILED LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,32.34756611 - 48.77633431
5144,RICE BOILED SELLA DESH LOOSE,COP LOOSE,Double Boiled Rice,EAST,18.74074074 - 32.69451609
5145,RICE BOILED SELLA DESH LOOSE,COP LOOSE,Double Boiled Rice,SOUTH,18.74074074 - 32.69451609
5146,RICE BOILED SELLA DESH LOOSE,COP LOOSE,Double Boiled Rice,WEST,18.74074074 - 32.69451609
5147,RICE BOILED TULAI PANJI LOOSE,COP LOOSE,Double Boiled Rice,EAST,90.0 - 90.0
5148,RICE BOILED USNA PRML STD LOOSE,COP LOOSE,Double Boiled Rice,EAST,24.70500288 - 35.00793651
5149,RICE BOILED USNA PRML STD LOOSE,COP LOOSE,Double Boiled Rice,NORTH,24.70500288 - 35.00793651
5150,RICE BOILED USNA PRML STD LOOSE,COP LOOSE,Double Boiled Rice,WEST,24.70500288 - 35.00793651
5151,RICE BORA PREMIUM LOOSE,GOLDEN HARVEST,Other Raw Rice,NORTH,30.98039216 - 31.00653595
5152,RICE BORA PREMIUM LOOSE,GOLDEN HARVEST,Other Raw Rice,SOUTH,30.98039216 - 31.00653595
5153,RICE BORA PREMIUM LOOSE,GOLDEN HARVEST,Other Raw Rice,WEST,30.98039216 - 31.00653595
5154,RICE BORA STANDARD LOOSE,COP LOOSE,Other Raw Rice,EAST,25.38591549 - 39.20123124
5155,RICE BORA STANDARD LOOSE,COP LOOSE,Other Raw Rice,NORTH,25.38591549 - 39.20123124
5156,RICE BORA STANDARD LOOSE,COP LOOSE,Other Raw Rice,SOUTH,25.38591549 - 39.20123124
5157,RICE BORA STANDARD LOOSE,COP LOOSE,Other Raw Rice,WEST,25.38591549 - 39.20123124
5158,RICE BSMAT NEW MINI DUBAR LOOSE,COP LOOSE,Basmati Broken Rice,NORTH,32.66891892 - 32.66932271
5159,RICE BSMAT NEW MINI DUBAR LOOSE,COP LOOSE,Basmati Broken Rice,WEST,32.66891892 - 32.66932271
5160,RICE CHAWAL MANI LOOSE,COP LOOSE,Single Boiled Rice,NORTH,22.0 - 22.00345423
5161,RICE CHAWAL MANI LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,22.0 - 22.00345423
5162,RICE CHAWAL MANI LOOSE,COP LOOSE,Single Boiled Rice,WEST,22.0 - 22.00345423
5163,RICE CHINESE BIRYANI LOOSE,COP LOOSE,Single Boiled Rice,EAST,47.09147082 - 199.5
5164,RICE CHINESE BIRYANI LOOSE,COP LOOSE,Single Boiled Rice,NORTH,47.09147082 - 199.5
5165,RICE CHINESE BIRYANI LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,47.09147082 - 199.5
5166,RICE CHINESE BIRYANI LOOSE,COP LOOSE,Single Boiled Rice,WEST,47.09147082 - 199.5
5167,RICE CHINOR LOOSE,COP LOOSE,Fragrant Raw Rice,NORTH,23.09928058 - 77.11576689
5168,RICE CHINOR LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,23.09928058 - 77.11576689
5169,RICE CHULMANI LOOSE,COP LOOSE,Basmati Head Grain R,SOUTH,20.0 - 20.0
5170,RICE CUT SAMBHAR LOOSE,COP LOOSE,Basmati Broken Rice,NORTH,12.86964981 - 43.00070432
5171,RICE CUT SAMBHAR LOOSE,COP LOOSE,Basmati Broken Rice,SOUTH,12.86964981 - 43.00070432
5172,RICE CUT SAMBHAR LOOSE,COP LOOSE,Basmati Broken Rice,WEST,12.86964981 - 43.00070432
5173,RICE DASH LOOSE,COP LOOSE,Other Raw Rice,NORTH,26.0 - 34.00051787
5174,RICE DASH LOOSE,COP LOOSE,Other Raw Rice,WEST,26.0 - 34.00051787
5175,RICE DB PREMIUM LOOSE,COP LOOSE,Basmati Head Grain R,WEST,36.0 - 36.0
5176,RICE DEHRADUN AKHA LOOSE,COP LOOSE,Basmati Head Grain R,EAST,40.0 - 98.82352941
5177,RICE DEHRADUN AKHA LOOSE,COP LOOSE,Basmati Head Grain R,WEST,40.0 - 98.82352941
5178,RICE DEHRADUN MINI LOOSE,COP LOOSE,Basmati Head Grain R,NORTH,22.0 - 23.73333333
5179,RICE DEHRADUN MINI LOOSE,COP LOOSE,Basmati Head Grain R,WEST,22.0 - 23.73333333
5180,RICE DOSA LOOSE,COP LOOSE,Other Raw Rice,EAST,14.0 - 50.88714822
5181,RICE DOSA LOOSE,COP LOOSE,Other Raw Rice,NORTH,14.0 - 50.88714822
5182,RICE DOSA LOOSE,COP LOOSE,Other Raw Rice,SOUTH,14.0 - 50.88714822
5183,RICE DOSA LOOSE,COP LOOSE,Other Raw Rice,WEST,14.0 - 50.88714822
5184,RICE DUBRAJ LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,39.00097144 - 62.0
5185,RICE DUBRAJ LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,39.00097144 - 62.0
5186,RICE DUBRAJ NEW LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,22.49878935 - 52.0
5187,RICE DUBRAJ NEW LOOSE,COP LOOSE,Fragrant Raw Rice,NORTH,22.49878935 - 52.0
5188,RICE DUBRAJ NEW LOOSE,COP LOOSE,Fragrant Raw Rice,SOUTH,22.49878935 - 52.0
5189,RICE DUBRAJ NEW LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,22.49878935 - 52.0
5190,RICE DUDHESWAR SUPREME LOOSE,COP LOOSE,Single Boiled Rice,EAST,15.0 - 37.0
5191,RICE DUDHESWAR SUPREME LOOSE,COP LOOSE,Single Boiled Rice,NORTH,15.0 - 37.0
5192,RICE DUDHESWAR SUPREME LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,15.0 - 37.0
5193,RICE DUDHESWAR SUPREME LOOSE,COP LOOSE,Single Boiled Rice,WEST,15.0 - 37.0
5194,RICE DUDHMALI PARIMAL LOOSE,COP LOOSE,Parmal Raw Rice,EAST,28.48557692 - 28.70646766
5195,RICE DUDHMALI PARIMAL LOOSE,COP LOOSE,Parmal Raw Rice,NORTH,28.48557692 - 28.70646766
5196,RICE DUDHMALI PARIMAL LOOSE,COP LOOSE,Parmal Raw Rice,SOUTH,28.48557692 - 28.70646766
5197,RICE FOOTBALL LOOSE,COP LOOSE,Basmati Head Grain R,EAST,26.99716714 - 29.50139054
5198,RICE FOOTBALL LOOSE,COP LOOSE,Basmati Head Grain R,NORTH,26.99716714 - 29.50139054
5199,RICE FOOTBALL LOOSE,COP LOOSE,Basmati Head Grain R,SOUTH,26.99716714 - 29.50139054
5200,RICE FOOTBALL LOOSE,COP LOOSE,Basmati Head Grain R,WEST,26.99716714 - 29.50139054
5201,RICE GIDDA LOOSE,COP LOOSE,Single Boiled Rice,EAST,12.8627451 - 47.00046538
5202,RICE GIDDA LOOSE,COP LOOSE,Single Boiled Rice,NORTH,12.8627451 - 47.00046538
5203,RICE GIDDA LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,12.8627451 - 47.00046538
5204,RICE GIDDA LOOSE,COP LOOSE,Single Boiled Rice,WEST,12.8627451 - 47.00046538
5205,RICE GIDDA REGULAR LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,43.000999 - 44.0
5206,RICE GIDDA STANDARD LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,41.00054559 - 42.0
5207,RICE GOBINDO BHOG STANDARD LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,67.0007058 - 67.0007058
5208,RICE GOBINDO BHOG SUPREME LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,40.0 - 87.95718699
5209,RICE GOBINDO BHOG SUPREME LOOSE,COP LOOSE,Fragrant Raw Rice,NORTH,40.0 - 87.95718699
5210,RICE GOBINDO BHOG SUPREME LOOSE,COP LOOSE,Fragrant Raw Rice,SOUTH,40.0 - 87.95718699
5211,RICE GUJRAT KOLAM LOOSE,GOLDEN HARVEST,Kolam Raw Rice,EAST,15.49808429 - 16.21372549
5212,RICE GUJRAT KOLAM LOOSE,GOLDEN HARVEST,Kolam Raw Rice,NORTH,15.49808429 - 16.21372549
5213,RICE GUJRAT KOLAM LOOSE,GOLDEN HARVEST,Kolam Raw Rice,SOUTH,15.49808429 - 16.21372549
5214,RICE GUJRAT KOLAM LOOSE,GOLDEN HARVEST,Kolam Raw Rice,WEST,15.49808429 - 16.21372549
5215,RICE HAND FOUND LOOSE,COP LOOSE,Kolam Raw Rice,EAST,40.0 - 83.71723253
5216,RICE HAND FOUND LOOSE,COP LOOSE,Kolam Raw Rice,NORTH,40.0 - 83.71723253
5217,RICE HAND FOUND LOOSE,COP LOOSE,Kolam Raw Rice,SOUTH,40.0 - 83.71723253
5218,RICE HAND FOUND LOOSE,COP LOOSE,Kolam Raw Rice,WEST,40.0 - 83.71723253
5219,RICE HMT PREMIUM NEW LOOSE,COP LOOSE,Kolam Raw Rice,EAST,28.49851338 - 59.00060963
5220,RICE HMT PREMIUM NEW LOOSE,COP LOOSE,Kolam Raw Rice,NORTH,28.49851338 - 59.00060963
5221,RICE HMT PREMIUM NEW LOOSE,COP LOOSE,Kolam Raw Rice,SOUTH,28.49851338 - 59.00060963
5222,RICE HMT PREMIUM NEW LOOSE,COP LOOSE,Kolam Raw Rice,WEST,28.49851338 - 59.00060963
5223,RICE HYDRABADI DUM BIRYNI LOOSE,COP LOOSE,Basmati Head Grain R,EAST,60.0 - 93.52262509
5224,RICE HYDRABADI DUM BIRYNI LOOSE,COP LOOSE,Basmati Head Grain R,SOUTH,60.0 - 93.52262509
5225,RICE I R 36 LOOSE,COP LOOSE,Single Boiled Rice,EAST,15.98039216 - 18.0
5226,RICE I R 36 LOOSE,COP LOOSE,Single Boiled Rice,NORTH,15.98039216 - 18.0
5227,RICE I R 36 LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,15.98039216 - 18.0
5228,RICE I R 36 LOOSE,COP LOOSE,Single Boiled Rice,WEST,15.98039216 - 18.0
5229,RICE IDLI LOOSE,COP LOOSE,Single Boiled Rice,EAST,38.4702346 - 70.10959351
5230,RICE IDLI LOOSE,COP LOOSE,Single Boiled Rice,NORTH,38.4702346 - 70.10959351
5231,RICE IDLI LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,38.4702346 - 70.10959351
5232,RICE IDLI LOOSE,COP LOOSE,Single Boiled Rice,WEST,38.4702346 - 70.10959351
5233,RICE INDRANI LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,20.99990477 - 48.0
5234,RICE INDRANI LOOSE,COP LOOSE,Fragrant Raw Rice,NORTH,20.99990477 - 48.0
5235,RICE INDRANI LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,20.99990477 - 48.0
5236,RICE IR UKDA LOOSE,COP LOOSE,Single Boiled Rice,EAST,35.0 - 40.0
5237,RICE IR UKDA LOOSE,COP LOOSE,Single Boiled Rice,NORTH,35.0 - 40.0
5238,RICE IR UKDA LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,35.0 - 40.0
5239,RICE IR UKDA LOOSE,COP LOOSE,Single Boiled Rice,WEST,35.0 - 40.0
5240,RICE JAYA BOILED LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,35.01626175 - 41.00053778
5241,RICE JEERA KATI LOOSE,COP LOOSE,Double Boiled Rice,EAST,45.0 - 125.739855
5242,RICE JEERA KATI LOOSE,COP LOOSE,Double Boiled Rice,NORTH,45.0 - 125.739855
5243,RICE JEERA KATI LOOSE,COP LOOSE,Double Boiled Rice,SOUTH,45.0 - 125.739855
5244,RICE JEERA PREMIUM LOOSE,COP LOOSE,Kolam Raw Rice,EAST,44.0 - 104.3039508
5245,RICE JEERA PREMIUM LOOSE,COP LOOSE,Kolam Raw Rice,NORTH,44.0 - 104.3039508
5246,RICE JEERA PREMIUM LOOSE,COP LOOSE,Kolam Raw Rice,SOUTH,44.0 - 104.3039508
5247,RICE JERASAL Z LOOSE,GOLDEN HARVEST,Kolam Raw Rice,EAST,14.51960784 - 72.0
